aluminio,cadmio,cianuro_libre,cobre,coliformes_termotolerantes,coliformes_totales,conductividad,cromo,dbo5,dqo,fosforo_total,hierro,manganeso,niquel,nitratos,nitritos,ph,plomo,solidos_suspendidos,solidos_totales,sustancias_solubles_al_hexano,zinc,fecha,referencia
521.6434,10.0,1.0,28.198,3134.4,124392.0,13.65,160.81599999999997,310.0,2.3438,12.389999999999999,6.480000000000001,0.534,209.09,0.662,46.0,8.474,55.839999999999996,183.6,6.8386,37.68,0.534,26/10/2005,LN1
498.5125999999999,19.4,0.8,144.642,130000.0,240000.0,13.873999999999999,191.6,10.4,17.087,10.39,6.691999999999998,3.12,416.0,0.262,4.7204,7.65,418.0,1.004,15.6,42.239999999999995,0.45,11/01/2006,LN1
4046.1800000000003,64.4,1.0,90.2,8000.0,50000.0,17.764,80.6,3.05,4.753,13.746,11.37,0.47,259.2,0.16999999999999998,0.0056,8.09,218.6,318.68,14.1368,45.4,4.49,03/04/2006,LN1
385.6,15.8,0.82,73.6,790.0,2400.0,16.898000000000003,204.4,3.025,6.535,12.24,0.09,0.5,359.8,0.188,4.652,8.3,311.2,124.0,10.682,15.6,1.82,28/06/2006,LN1
149.05040000000002,19.0,0.8,54.6,920000.0,1.6,13.774000000000001,116.1,117.5,2.072,14.522000000000002,3.66,0.42,269.8,1.1384,0.002,8.4,133.2,384.4,12.608800000000002,42.2,0.94,25/09/2006,LN1
377.4966,8.1,1.0,70.54599999999999,284040.32,187480.32,17.586000000000002,286.694,580.0,2.628,9.494,14.008000000000001,2.338,316.236,0.5599999999999999,30.0,8.098,112.40799999999999,113.2,9.665000000000001,34.480000000000004,0.818,11/10/2006,LN1
4.774,26.0,0.8,120.2,1300000.0,2400000.0,15.407999999999998,231.8,12.75,16.731,11.8,38.34,3.84,343.0,0.9180000000000001,22.002,7.62,176.2,1.384,14.898,20.0,2.55,03/01/2007,LN1
4123.6,16.4,0.29400000000000004,68.4,2000.0,22000.0,19.57,163.2,12.125,22.112,11.81,64.14,3.47,394.4,0.17400000000000002,0.0106,7.27,144.2,293.08000000000004,17.5028,42.56,2.55,28/03/2007,LN1
1.358,32.8,0.8140000000000001,55.2,7800.0,13000.0,17.512,172.6,15.25,21.401,20.05,80.12,1.05,601.4,0.184,0.0024000000000000002,7.65,267.2,1.39,17.226,14.0,3.16,09/07/2007,LN1
4267.6292,43.8,0.6340000000000001,54.6,1.8,14000.0,24.15,184.6,19.375,24.555,15.636000000000001,94.08,9.96,845.2,0.48600000000000004,0.013000000000000001,7.4,258.6,443.2,18.4132,46.6,2.92,17/09/2007,LN1
862.6,19.8,0.8,25.5,350000.0,350000.0,16.380000000000003,185.8,14.875,20.213,15.884,67.04,2.98,504.8,0.4880000000000001,4.722,8.46,358.8,744.0,17.037,52.0,2.29,12/12/2007,LN1
4046.1799999999994,16.6,0.8,36.8,5400000.0,17000000.0,17.722,134.2,6.0,9.805,13.746,15.01,1.48,301.8,0.202,4.7219999999999995,8.1,101.0,343.68,14.624799999999999,45.4,0.95,12/03/2008,LN1
1.611,25.4,0.8,64.4,240000.0,350000.0,16.066,300.0,14.25,18.39,21.48,68.12,11.17,507.4,0.262,4.7204,7.47,217.4,1.127,15.476,43.8,2.58,11/06/2008,LN1
4123.599999999999,20.8,0.47400000000000003,43.9,4000.0,22000.0,16.088,223.4,4.6,7.466,15.636000000000001,19.69,1.9,359.2,0.17400000000000002,0.0092,8.01,178.8,318.68,14.1368,46.6,1.68,10/09/2008,LN1
935.8,13.5,1.0,45.2,1700.0,1.6,16.898000000000003,177.16,1.625,4.51,16.78,9.07,0.63,342.4,0.7459999999999999,0.0032,8.38,120.74,72.0,10.118,17.0,1.1,22/10/2008,LN1
4046.1800000000003,14.0,0.8,41.12,140000.0,790000.0,17.764,111.14,2.55,5.029,13.746,13.56,2.22,228.0,0.20200000000000004,8.720400000000001,8.09,150.8,318.68,14.1368,45.4,0.57,12/01/2009,LN1
525.3,6.7,1.0,29.0,2300.0,70000.0,16.826,82.8,3.525,7.143,14.35,8.05,0.68,170.6,0.154,10.3842,8.33,77.3,284.0,11.444,16.0,332.0,06/04/2009,LN1
4046.1799999999994,9.4,0.8,25.6,2200.0,5400.0,17.764,163.2,1.65,3.346,13.746,3.95,0.33,285.2,0.1842,12.3196,8.24,113.8,318.68,14.1368,45.4,0.51,24/06/2009,LN1
7.969999999999999,38.6,1.0,137.0,110000.0,110000.0,19.818,843.6,28.53,49.416,12.586000000000002,190.54,23.56,1.15,0.422,0.0004,5.78,375.8,372.48,18.509999999999998,48.4,9.44,24/06/2009,LN2
289.6,14.2,0.4740000000000001,26.2,20.0,35000.0,14.404,157.2,231.55499999999998,3.118,13.61,3.76,0.22,408.8,0.16,0.010600000000000002,8.35,120.6,26.0,9.292,22.0,0.53,05/10/2009,LN1
1.384,63.6,0.62,117.4,1.8,2300.0,19.956,347.8,26.93,77.186,21.79,341.5,36.1,1.549,0.14420000000000002,0.5006,5.82,600.0,134.0,41.364,39.0,12.59,05/10/2009,LN2
4123.6,13.8,0.47400000000000003,31.8,1200.0,35000.0,17.938,182.0,2.265,9.124199999999998,13.746,3.74,0.56,313.6,0.16,0.010600000000000002,8.02,146.6,263.28000000000003,14.782,45.4,0.45,28/12/2009,LN1
204.6118,52.8,0.2940000000000001,140.4,200.0,23000.0,19.956,663.8,26.93,64.202,13.656,309.4,28.84,1.117,0.17400000000000002,0.0106,5.7,603.6,524.2,21.753999999999998,48.4,11.88,28/12/2009,LN2
654.6,1.632,0.8140000000000001,2.414,2600.0,2600.0,12.813999999999998,203.8,200.0,2.495,17.03,4.55,0.34,407.6,0.4176,0.004399999999999999,8.3,136.0,130.0,9.026,71.0,0.51,03/02/2010,LN1
2.78,79.6,1.0,196.0,1.8,1.8,19.956,466.8,26.93,76.437,34.31,394.0,35.6,1.501,0.17400000000000002,0.0026000000000000003,5.7,670.4,316.0,44.908,223.0,19.96,03/02/2010,LN2
522.8,11.6,1.0,29.0,230.0,4600.0,12.813999999999998,50.0,161.0,2.016,18.52,3.7,0.16,333.6,0.3724,0.028000000000000004,8.32,106.8,107.0,8.141,72.0,0.31,10/08/2010,LN1
3.064,43.4,1.0,106.2,54000.0,54000.0,19.252000000000002,261.0,31.5,54.545,31.75,235.4,3.3859999999999992,970.4,0.51,8.484800000000002,6.05,424.4,2.07,31.159,9.0,5.83,10/08/2010,LN2
4268.537600000001,20.0,0.8140000000000001,48.8,220.0,1700.0,15.27,193.2,146.0,2.082,12.568000000000001,4.1,0.31,353.6,0.14220000000000002,0.5014,8.27,181.2,334.2,2752.097,44.96,0.46,06/12/2010,LN1
4124.697399999999,39.8,1.0,138.6,92000.0,92000.0,19.598000000000003,253.8,34.0,49.402,15.636000000000001,160.2,15.52,884.8,0.374,2.3804000000000003,6.8,493.8,524.2,21.753999999999998,46.6,6.67,06/12/2010,LN2
641.2,20.0,0.47400000000000003,32.8,490.0,35000.0,12.813999999999998,50.0,105.0,1.085,8.42,2.81,0.63,182.6,0.16,0.010600000000000002,8.32,100.0,24.0,5.005,1.0,0.12,23/03/2011,LN1
1.604,20.2,0.8,74.6,540000.0,920000.0,15.407999999999998,150.0,13.375,16.865,12.65,43.24,4.14,287.8,0.29200000000000004,8.720400000000001,7.66,262.4,1.055,14.57,33.0,1.89,23/03/2011,LN2
4191.1176,20.0,0.634,20.0,45.0,17000.0,15.27,191.6,145.0,1.957,14.522,3.99,0.35,242.0,0.49399999999999994,0.0098,8.41,100.0,239.4,891.516,42.2,0.27,22/06/2011,LN1
4267.629199999999,20.0,1.0,57.0,33000.0,79000.0,23.144,292.3,8.7,15.267,14.790000000000001,22.16,1.68,537.6,0.43600000000000005,2.38,7.63,100.0,308.88,16.079600000000003,38.4,1.1,22/06/2011,LN2
1.34,273.7,0.82,33.57,13000.0,22000.0,13.138,74.8,138.0,807.0,4.07,22.06,0.88,169.6,0.526,51.5052,8.44,206.7,48.0,4.576,14.4,27.33,05/10/2011,LN1
3.133,21.1,1.0,61.1,33000.0,79000.0,16.426,176.6,5.848,9.363,9.03,18.55,1.17,181.6,0.344,2.3804000000000003,8.31,148.8,308.0,12.068,75.0,7.44,05/10/2011,LN2
124.843,20.0,1.0,4.0,2100.0,49000.0,12.222,31.7,46.0,390.0,14.522,2.74,0.8,67.1,0.16999999999999998,0.005599999999999999,8.32,100.0,305.2,890.5459999999999,42.2,0.08,20/12/2011,LN1
4155.4462,23.2,0.82,8.7,1.6,1.6,11.862,318.0,15.695,19.483,4.854000000000001,73.04,8.62,244.1,0.018,0.0012000000000000001,6.98,243.9,171.73899999999998,17.1924,26.54,2.41,20/12/2011,LN2
164.4,20.0,1.0,38.8,1.6,1.6,12.813999999999998,121.4,86.0,1.638,10.23,3.11,0.37,185.2,0.17400000000000002,0.0026000000000000003,8.34,100.0,50.0,6.104,18.5,0.17,09/04/2012,LN1
2.076,30.6,1.0,150.0,33000.0,54000.0,20.582,326.0,29.68,41.714,18.46,98.34,10.48,424.0,0.22199999999999998,8.485400000000002,8.39,333.2,525.0,25.905,86.0,1.42,09/04/2012,LN2
4191.1176,20.0,0.8140000000000001,23.4,11000.0,11000.0,15.27,203.0,101.0,2.515,8.782,4.27,0.29,281.3,0.20800000000000002,0.0038000000000000004,8.32,100.0,386.6,12.431999999999999,39.480000000000004,0.23,26/06/2012,LN1
4123.317,20.0,0.8,86.9,140000.0,140000.0,11.862,473.0,15.84,18.762,13.797999999999998,62.3,2.67,401.5,0.262,0.0004,7.44,194.8,443.2,17.546,46.6,2.16,26/06/2012,LN2
254.4,20.0,1.0,21.2,54000.0,54000.0,12.813999999999998,250.6,116.0,1.792,9.36,3.17,0.2,349.3,0.51,8.484800000000002,8.79,100.0,29.0,7.788,9.5,0.33,27/09/2012,LN1
789.8,20.0,0.6340000000000001,8.8,13000.0,13000.0,14.404,486.2,116.63499999999999,5.95,19.98,11.41,0.19,388.3,0.18,0.0038000000000000004,8.36,100.0,304.0,12.84,21.0,0.09,27/09/2012,LN2
149.108,20.0,0.8,20.7,2400.0,3500.0,15.679999999999998,172.6,117.59,1.644,14.522000000000002,3.14,1.05,267.0,0.22200000000000003,0.005200000000000001,8.77,100.0,389.4,14.1368,42.2,0.25,04/12/2012,LN1
4124.979600000001,20.0,0.8,57.2,350000.0,920000.0,19.818,790.9,28.53,48.603,14.352,135.36,10.98,618.8,0.29200000000000004,8.720400000000001,7.01,100.0,430.2,16.7732,46.6,3.17,04/12/2012,LN2
467.1,20.0,0.8140000000000001,19.0,200.0,13000.0,12.813999999999998,203.8,95.0,1.946,11.39,3.88,0.36,321.0,0.17,0.0126,9.01,100.0,78.0,7.016,14.0,0.24,19/03/2013,LN1
2.39,20.0,0.8140000000000001,40.0,7900.0,14000.0,19.786,506.0,21.75,28.261,22.78,64.12,4.01,523.6,0.488,0.0024000000000000002,8.3,100.0,620.0,21.764,83.0,2.45,19/03/2013,LN2_SB
5.262,20.0,0.8,29.7,3300.0,3300.0,21.764,442.2,7.67,16.622,10.6,56.49,0.64,426.8,0.298,0.0048000000000000004,8.49,100.0,315.0,17.145,79.0,1.45,19/03/2013,LN2_CB
9.990599999999999,10.86,0.8,128.748,4900.0,7900.0,28.4,39.7012,32.0,38.244,13.114,42.056,4.35,289.698,0.22400000000000003,0.40359999999999996,7.61,76.22200000000001,810.0,27.48,43.8,2.004,16/04/2013,LN2_SB
500.8302,16.9,0.8,105.146,240000.0,920000.0,26.1,476.84800000000007,13.25,21.521,12.978,43.3162,2.874,325.978,0.3580000000000001,8.720400000000001,8.17,73.28999999999999,1.17,20.12,45.4,1.65228,16/04/2013,LN2_CB
500.8302,17.759999999999998,1.0,102.26599999999999,22000.0,92000.0,2.91,323.0532,24.25,34.041,12.978,64.1774,21.63,361.758,0.44400000000000006,0.0004,7.52,83.09,1.965,22.03,45.4,2.72404,10/05/2013,LN2_SB
9.9906,10.959999999999999,1.0,44.7,4900.0,49000.0,2.65,295.0652,18.25,23.472,15.760000000000002,53.7302,4.098000000000001,316.65999999999997,0.16999999999999998,0.005599999999999999,7.81,74.0,800.0,19.4,43.8,2.70228,10/05/2013,LN2_CB
4071.238,10.0,1.0,60.5,78.0,92000.0,15.27,193.1,100.0,1.631,13.746,3.02,0.29,319.8,0.42600000000000005,10.3804,8.39,50.0,410.6,14.2792,45.4,0.23,20/06/2013,LN1
3976.2170000000006,10.0,1.0,88.3,54000.0,54000.0,18.872000000000003,446.3,25.0,64.248,12.770000000000001,72.38,3.19,426.5,0.51,8.484800000000002,7.52,50.0,524.2,21.753999999999998,25.3,2.38,20/06/2013,LN2_CB
4123.317000000001,10.0,1.0,126.2,11000.0,110000.0,19.002,537.4,32.5,43.498,14.744,99.17,7.93,539.7,0.44600000000000006,18.000400000000003,7.31,50.0,443.2,18.4132,46.6,3.69,20/06/2013,LN2_SB
9.990599999999999,10.86,0.8,33.54,4900.0,7900.0,28.9,30.665200000000006,31.5,45.028,13.114,35.91582000000001,2.976,170.57999999999998,0.22400000000000003,0.40359999999999996,7.43,59.8,864.0,27.564,43.8,1.7022599999999997,23/07/2013,LN2_SB
500.8302,17.759999999999998,0.8,112.066,1700.0,3500.0,26.6,473.09319999999997,20.0,26.266,12.978,69.12219999999999,5.168,446.558,0.41000000000000003,4.6537999999999995,7.79,83.09,1.436,20.716,41.2,3.27628,23/07/2013,LN2_CB
650.2,10.0,1.0,4.0,33.0,3500.0,12.813999999999998,251.0,108.0,1.789,8.3,3.25,0.21,50.0,0.332,0.0062,8.94,50.0,20.0,7.824,34.0,0.32,11/09/2013,LN1
1.992,10.0,1.0,4.0,4900.0,4900.0,11.862,20.0,16.5,17.594,15.38,55.11,1.11,50.0,0.28200000000000003,9.991400000000002,8.3,50.0,464.0,19.756,80.0,1.88,11/09/2013,LN2_SB
1.368,10.0,1.0,4.0,54000.0,170000.0,15.407999999999998,20.0,14.25,16.432,17.98,25.11,0.46,50.0,0.276,4.7204,8.37,50.0,280.0,18.26,54.0,0.88,11/09/2013,LN2_CB
4.037,10.1,1.0,37.78,26000.0,170000.0,25.0,298.82,7.3,17.942,15.76,27.8902,1.1320000000000001,196.07999999999998,0.442,14.720399999999998,7.6,64.2,545.0,16.192,43.8,1.07628,21/10/2013,LN2_SB
9.990599999999999,10.1,0.8,37.78,240000.0,350000.0,10.52,298.82,2.3,7.834,15.76,27.8902,1.132,196.07999999999998,0.262,14.720400000000001,7.71,64.2,670.0,6.824,43.8,1.07628,21/10/2013,LN2_CB
9.968799999999998,10.52,1.0,35.12,4900.0,110000.0,9.96,352.38,343.925,3.487,15.76,19.954,1.318,295.06,0.592,18.0004,8.31,64.2,980.0,6.496,43.8,1.1500000000000001,24/10/2013,LN1
4.037000000000001,10.1,0.8,37.78,2400000.0,5400000.0,2.57,298.82,9.75,19.242,13.674000000000001,27.890200000000004,1.1320000000000001,196.07999999999998,0.9179999999999999,30.000400000000003,7.39,64.2,400.0,17.072,45.4,1.0762800000000001,20/01/2014,LN2_SB
9.990599999999999,10.1,0.8,37.78,2400000.0,3500000.0,2.63,298.82,6.2,12.8,15.76,27.914200000000005,1.1320000000000001,196.07999999999998,0.9179999999999999,30.001599999999996,7.82,64.2,914.0,16.004,43.8,1.0802800000000001,20/01/2014,LN2_CB
340.3006000000001,12.1,1.014,4.0,4520.0,48800.0,22.592000000000002,248.1,98.0,1.863,2.5279999999999996,3.09,0.3,374.6,0.21400000000000002,8.7208,8.31,50.0,286.6,979.4592,34.54,0.28,31/01/2014,LN1
441.1929999999999,10.5,0.4600000000000001,8.3,40200.0,172340.0,20.022000000000002,563.2,8.9,17.232,0.11399999999999999,28.49,3.27,353.7,1.018,40.72,7.49,121.0,312.0,20.7656,17.0,2.19,31/01/2014,LN2_CB
232.244,14.3,1.0,44.6,15440.0,38120.0,14.057999999999998,1.226,26.0,35.984,0.11399999999999999,129.36,11.51,652.9,0.28400000000000003,18.72,7.06,99.0,163.345,24.4396,29.860000000000003,8.15,31/01/2014,LN2_SB
500.54439999999994,10.86,1.0,51.86,45000.0,78000.0,2.83,50.8052,7.82,37.54,11.864,52.12522000000001,2.328,171.12,0.362,2.3804000000000003,7.31,59.8,1.03,25.774,45.4,1.7663,11/04/2014,LN2_SB
9.990599999999999,10.1,1.0,37.78,45000.0,68000.0,2.4,298.82,17.0,20.715,15.76,27.8902,1.1320000000000001,196.08,0.362,2.3804000000000003,7.56,64.2,690.0,18.72,43.8,1.07628,11/04/2014,LN2_CB
400.4,10.0,0.8140000000000001,10.0,200.0,14000.0,12.813999999999998,20.0,98.0,1.626,12.83,2.85,0.39,50.0,0.21200000000000002,0.0126,8.69,50.0,39.0,6.505,24.0,0.28,29/04/2014,LN1
2.291,10.0,1.0,10.0,79000.0,110000.0,17.934,609.4,28.5,36.248,32.06,115.1,9.36,514.8,0.37,0.0004,8.41,50.0,1.28,24.78,31.0,4.16,29/04/2014,LN2_SB
1.063,10.0,0.8,10.0,7000.0,350000.0,12.338000000000001,20.0,9.5,18.626,13.72,275.66,5.0,50.0,0.26800000000000007,4.7208,8.34,118.6,500.0,16.235,25.0,20.0,29/04/2014,LN2_CB
8.7256,39.99999999999999,1.014,116.34,352640.0,363600.0,27.1,478.28000000000003,49.0,84.56,13.744,157.304,14.806000000000001,350.3534,0.7380000000000001,32.000800000000005,6.88,304.948,760.0,32.464,63.86,7.581999999999999,24/06/2014,LN2_SB
240.919,23.5,1.0,40.36,254026.68000000002,396200.32,20.4,170.5652,20.5,29.015,13.744,85.53200000000001,7.307999999999998,528.28,0.7379999999999999,32.000800000000005,7.49,220.9,752.0,20.58,63.86,3.664,24/06/2014,LN2_CB
348.59759999999994,10.0,0.6340000000000001,13.6,1.8,14000.0,15.27,126.9,113.0,1.894,13.241999999999999,2.29,0.22,208.6,0.48600000000000004,0.013000000000000001,8.41,50.0,438.0,16.3572,41.6,0.15,15/07/2014,LN1
4191.1176,10.0,0.8140000000000001,24.9,7900.0,13000.0,18.052,210.5,33.5,38.28,15.8,24.51,1.04,247.5,0.184,0.0024000000000000002,7.49,52.3,443.2,18.4132,44.0,1.13,15/07/2014,LN2_SB
3925.807,10.0,0.8,13.3,2300.0,4600.0,13.297999999999998,307.1,13.0,18.865,19.098000000000003,31.34,0.45,250.5,0.16439999999999996,12.3196,7.67,61.4,293.08000000000004,17.546,23.36,0.66,15/07/2014,LN2_CB
9.990599999999999,10.86,0.8,51.86,920000.0,1.6,28.0,50.8052,15.0,58.199,15.760000000000002,52.12522,2.332,171.11999999999998,1.1384,8.001999999999999,8.13,59.8,920.0,19.365,43.8,1.7663,05/08/2014,LN2_SB
3.7354,10.1,1.0,37.78,170000.0,1.6,27.6,298.82,10.25,16.845,13.674000000000001,27.9142,1.1320000000000001,196.08,1.1384000000000003,8.486,8.21,64.2,375.0,17.945,45.4,1.08028,05/08/2014,LN2_CB
11.6532,10.1,0.8,143.524,920000.0,1600000.0,27.7,259.73400000000004,13.25,27.329,13.102,31.0002,1.414,323.55,0.618,30.000400000000003,7.76,80.622,544.6,19.06,45.4,1.03028,26/08/2014,LN2_SB
11.713999999999999,10.1,0.8,178.868,240000.0,920000.0,27.5,535.4100000000001,11.5,16.253,13.102,45.164,2.5700000000000003,398.01000000000005,0.3580000000000001,8.720400000000001,7.78,80.622,360.434,17.305,45.4,1.922,26/08/2014,LN2_CB
11.653200000000002,10.86,1.0,51.86,17000.0,49000.0,28.5,50.8052,12.75,46.154,13.101999999999999,52.12522,32.71,171.11999999999998,0.21200000000000002,0.0046,7.96,59.8,400.25300000000004,18.558,45.4,1.7663,09/09/2014,LN2_SB
11.714,10.1,0.82,178.868,23000.0,23000.0,26.3,535.4100000000001,9.5,15.788,13.101999999999999,45.164,2.5700000000000003,398.01000000000005,0.5200000000000001,59.98960000000001,7.94,80.622,486.6,16.63,45.4,1.9220000000000002,09/09/2014,LN2_CB
297.9,10.0,1.0,10.0,1.8,3300.0,12.813999999999998,201.8,103.0,1.81,8.94,3.21,0.29,347.4,0.332,0.0052,8.5,50.0,12.0,7.472,36.0,0.07,07/10/2014,LN1
2.114,10.0,1.0,10.0,1300.0,3300.0,17.64,695.0,10.0,15.411,16.6,22.51,2.27,379.5,0.34400000000000003,4.654999999999999,8.38,50.0,624.0,17.852,58.0,1.78,07/10/2014,LN2_SB
2.27,10.0,0.8140000000000001,10.0,2300.0,2300.0,17.858,648.3,6.7,12.323,17.32,30.14,1.13,417.6,0.406,0.0058,8.39,50.0,504.0,16.708,52.0,1.37,07/10/2014,LN2_CB
532.6912,20.4,0.82,101.986,1.6,1.6,23.6,517.3932,17.25,27.268,11.146,74.17999999999999,6.882,484.338,0.048,0.0026000000000000003,7.45,121.87,1.135,18.584,60.1,3.728,11/11/2014,LN2_SB
3.7354,10.1,0.8,37.78,280000.0,280000.0,24.5,298.82,10.0,15.577,13.797999999999998,27.8902,1.1320000000000001,196.08,0.54,4.7219999999999995,7.43,64.2,256.0,16.724,45.4,1.07628,11/11/2014,LN2_CB
500.8302,17.759999999999998,0.82,112.066,780.0,2100.0,28.9,473.09319999999997,17.25,25.283,12.356000000000002,69.12219999999999,5.168,446.558,0.366,0.004399999999999999,7.94,83.09,1.21,20.344,25.119999999999997,3.27628,09/12/2014,LN2_SB
4.037,10.1,0.82,37.78,1.8,210.0,27.0,298.82,6.9,13.015,18.608,27.9142,1.1320000000000001,196.08,0.754,0.0026000000000000003,8.13,64.2,500.0,17.384,81.2,1.08028,09/12/2014,LN2_CB
68.3192,22.68,1.0,46.38,184426.68,330600.32,30.5,289.18,14.5,26.288,17.056,64.97999999999999,5.034000000000001,427.14,1.03,36.0004,8.05,180.58,405.0,18.61,37.4,2.1399999999999997,12/01/2015,LN2_SB
68.3774,16.759999999999998,1.0,51.779999999999994,5780.0,22568.0,27.1,228.14000000000001,3.183,13.4,13.151999999999997,10.1136,0.9012800000000001,254.66000000000003,1.35,18.000799999999998,8.08,99.32000000000001,355.0,15.76,37.2,0.50094,12/01/2015,LN2_CB
4191.1176,10.0,1.0,12.1,35000.0,160000.0,15.27,192.5,118.0,1.746,10.760000000000002,6.23,0.36,273.9,0.276,4.7204,8.43,50.0,386.6,12.432,37.2,0.24,27/01/2015,LN1
4123.317,10.0,1.0,31.9,13000.0,35000.0,19.872,621.5,11.25,15.757,13.798000000000002,9.75,1.03,476.3,0.246,59.98620000000001,8.1,50.0,338.48,16.7836,46.6,0.76,27/01/2015,LN2_SB
4123.317,10.0,0.8,35.2,1300.0,6300.0,13.874,583.0,11.0,17.644,14.744,21.43,1.61,548.9,0.1862,0.0214,7.64,53.9,338.48,16.7836,46.6,0.77,27/01/2015,LN2_CB
500.54440000000005,10.52,1.0,49.620000000000005,1300.0,1300.0,33.7,380.06000000000006,231.72000000000003,5.559,13.834,20.904,1.376,342.04,0.18200000000000002,0.004,8.45,64.2,74.0,13.084,38.4,1.202,10/02/2015,LN2_SB
498.5802,10.52,1.0,143.40599999999998,5400.0,9200.0,22.8,416.03000000000003,4.31,7.725,11.864,20.644,1.458,373.83000000000004,0.25,0.4055999999999999,8.32,64.2,120.0,12.344,45.4,1.252,10/02/2015,LN2_CB
156.2146,10.1,0.8140000000000001,37.78,2400.0,2400.0,32.5,298.82,8.3,15.459,14.486,27.9022,1.132,196.08,0.4176,0.0048000000000000004,8.4,64.2,244.0,17.94,42.6,1.08428,24/02/2015,LN2_SB
355.8778,10.1,1.0,37.78,5400.0,5400.0,28.2,298.82,5.8,11.28,12.978,27.9142,1.1320000000000001,196.07999999999998,0.21800000000000003,9.990000000000002,8.31,64.2,144.0,16.808,43.92,1.08028,24/02/2015,LN2_CB
4.2896,10.1,0.8140000000000001,38.480000000000004,13000.0,13000.0,30.4,298.82,12.75,20.0,15.910000000000002,29.5942,1.198,196.08,0.20800000000000002,0.0038000000000000004,8.27,64.2,428.0,18.816,42.6,1.07828,10/03/2015,LN2_SB
156.2146,10.1,1.0,37.78,4900.0,4900.0,28.7,298.82,6.2,13.207,14.097999999999999,28.2382,1.1320000000000001,196.08,0.27999999999999997,9.990000000000002,8.29,64.2,208.0,17.04,36.1,1.07628,10/03/2015,LN2_CB
532.6912,19.54,0.82,104.886,1.6,1.6,11.77,536.448,8.6,14.447,11.146,57.8582,4.59,364.798,0.048,0.0026000000000000003,7.86,112.07000000000001,3.24,13.472,60.1,2.12828,24/03/2015,LN2_SB
3.7354,13.882,0.8,74.384,920000.0,1.6,7.35,397.574,2.4,6.0,13.797999999999998,26.916000000000004,2.7619999999999996,355.818,1.1384000000000003,8.001999999999999,8.4,113.74000000000001,330.0,7.904,45.4,1.654,24/03/2015,LN2_CB
356.4,10.0,0.47400000000000003,10.0,1300.0,26000.0,21.284,69.3,112.0,891.0,8.13,1.76,0.82,110.0,0.17400000000000002,0.0106,8.63,50.0,27.0,3.796,24.0,0.14,31/03/2015,LN1
1.734,55.0,1.0,309.0,70000.0,170000.0,15.016,629.0,117.22999999999999,7.17,20.79,10.77,1.03,330.0,0.2720000000000001,4.7204,8.61,50.0,288.0,12.904,52.0,0.9,31/03/2015,LN2_SB
4.041,10.0,1.0,58.3,33000.0,170000.0,14.404,263.0,116.63499999999999,6.119,9.99,10.89,1.33,201.3,0.276,4.7204,8.37,50.0,424.0,8.748,40.0,0.51,31/03/2015,LN2_CB
498.5802,10.52,0.8,35.12,920000.0,1600000.0,27.3,352.38,231.74,4.558,11.864,19.954,1.318,295.06,0.692,30.000400000000003,8.43,64.2,143.0,12.727,45.4,1.1500000000000001,21/04/2015,LN2_SB
353.575,10.1,0.8,37.78,130000.0,240000.0,14.43,298.82,1.075,3.559,12.280000000000001,27.914200000000005,1.1400000000000001,196.08,0.262,14.720400000000001,8.36,64.2,167.0,8.163,42.239999999999995,1.08028,21/04/2015,LN2_CB
355.8778,10.1,1.0,146.06599999999997,33000.0,130000.0,25.5,362.46999999999997,1.7,8.896,12.978,28.6142,1.28,274.85,0.536,10.0004,8.62,64.2,112.0,12.812,45.4,1.1802800000000002,05/05/2015,LN2_SB
355.8778,10.1,1.0,37.78,46000.0,46000.0,20.2,298.82,1.575,9.639,12.978,27.9142,1.1400000000000001,196.08,0.51,8.484800000000002,8.83,64.2,148.0,11.392,45.4,1.08028,05/05/2015,LN2_CB
156.2146,10.1,0.82,40.872,23000.0,23000.0,30.2,324.212,3.0,7.031,13.102,31.3322,1.48,229.17800000000003,0.5200000000000001,59.98960000000001,8.01,64.2,240.0,16.2,45.4,1.18028,19/05/2015,LN2_SB
353.575,10.1,0.8140000000000001,43.510000000000005,2000.0,2000.0,25.1,299.202,1.775,5.548,12.978,27.984199999999998,1.138,196.08,0.4176,0.0048000000000000004,8.07,64.2,169.0,13.88,45.9,1.07828,19/05/2015,LN2_CB
345.963,12.041999999999998,1.0,60.693999999999996,1.8,3300.0,12.15,360.102,193.0,1.499,13.408000000000001,9.346,14.459999999999999,247.26219999999998,0.33199999999999996,0.0052,8.68,107.72,246.0,5.872,48.4,0.6880000000000001,02/06/2015,LN1
157.5752,10.1,1.0,37.78,33000.0,110000.0,30.4,298.82,1.8,6.938,13.102,27.9142,1.132,196.08,0.522,10.0004,8.49,64.2,204.0,15.6,45.4,1.08028,02/06/2015,LN2_SB
353.575,10.1,0.82,37.78,13000.0,23000.0,23.4,298.82,1.3,5.545,12.978,27.914200000000005,1.1320000000000001,196.08,0.524,51.5052,8.51,64.2,168.0,12.892,45.4,1.08028,02/06/2015,LN2_CB
500.8302,15.319999999999999,0.834,110.752,1.8,1300.0,17.9,470.9219999999999,94.0,1.874,12.181999999999999,18.472,18.874,360.1126,0.162,0.5012,8.43,105.39200000000001,26.0,6.992,39.28,2.408,16/06/2015,LN1
