aluminio,cadmio,cianuro_libre,cobre,coliformes_termotolerantes,coliformes_totales,conductividad,cromo,dbo5,dqo,fosforo_total,hierro,manganeso,niquel,nitratos,nitritos,ph,plomo,solidos_suspendidos,solidos_totales,sustancias_solubles_al_hexano,zinc,fecha,referencia
4031.5784,10.0,1.0,10.0,4900.0,4900.0,13.475999999999999,20.0,0.5,25.0,6.518000000000001,1.9,0.04,50.0,0.2244,9.990000000000002,7.92,50.0,143.36399999999998,17.865999999999996,23.94,0.02,07/07/2015,P3
132.28,10.0,1.0,10.0,1300.0,3300.0,13.475999999999999,20.0,0.65,25.0,10.696000000000002,1.31,0.04,50.0,0.34400000000000003,4.654999999999999,7.97,50.0,348.48,16.662799999999997,36.8,0.02,07/07/2015,P4
124.843,10.0,0.8,10.0,4900.0,7900.0,13.475999999999999,20.0,0.55,25.0,10.682,2.04,0.04,50.0,0.22400000000000003,0.40359999999999996,7.94,50.0,348.48,16.662799999999997,42.2,0.02,07/07/2015,P5
123.819,10.0,0.8140000000000001,47.0,3.0,2300.0,13.475999999999999,20.0,0.2,25.0,10.71,0.85,0.044000000000000004,50.0,0.14420000000000002,0.501,7.55,50.0,338.48,16.662799999999997,39.760000000000005,0.21,07/07/2015,P6
119.1,10.0,1.0,10.0,330.0,1300.0,17.772,20.0,0.85,50.0,0.1,0.11,0.03,50.0,0.01,0.002,8.39,50.0,6.0,422.0,11.6,0.02,13/10/2015,P1
235.1,10.0,1.0,10.0,33.0,46.0,18.142000000000003,20.0,1.1,32.0,0.1,0.22,0.07,50.0,0.01,0.002,8.42,50.0,6.0,449.0,7.2,0.02,13/10/2015,P2
302.1,10.0,1.0,10.0,330.0,1100.0,13.475999999999999,20.0,0.9,25.0,0.1,0.24,0.05,50.0,0.01,0.002,8.58,50.0,6.0,450.0,8.0,0.08,13/10/2015,P3
200.5,10.0,1.0,10.0,17.0,33.0,13.475999999999999,20.0,0.8,25.0,0.1,0.2,0.04,50.0,0.01,0.002,8.59,50.0,6.0,466.0,10.0,0.02,13/10/2015,P4
246.1,10.0,1.0,10.0,17.0,17.0,13.475999999999999,20.0,0.95,25.0,0.1,0.22,0.08,50.0,0.02,0.002,8.46,50.0,6.0,438.0,7.2,0.02,13/10/2015,P5
1381.6427682403435,15.413470297029702,0.848099173553719,38.231235294117646,103411.13056603774,193118.79889298894,20.676,152.32398533007333,39.34566204506066,29.965612111292966,6.097509727626459,16.809934490861618,2.5159049600000003,158.78509536082473,0.1832992700729927,6.147674603174605,8.001989881956156,78.52480693069307,217.1907132352941,224.88952222222224,20.851805555555558,1.7132623208556148,13/10/2015,P6
285.148,10.0,1.0,10.0,3300.0,4600.0,18.142000000000003,20.0,1.7,30.0,10.696000000000002,2.43,0.04,50.0,0.28040000000000004,0.007200000000000001,8.3,50.0,348.48,17.98,37.760000000000005,0.03,12/01/2016,P1
124.843,10.0,0.8,10.0,4900.0,7900.0,16.728,20.0,2.0,37.0,10.682,2.33,0.04,50.0,0.22400000000000003,0.40359999999999996,7.98,50.0,372.48,18.509999999999998,42.2,0.04,12/01/2016,P2
404.58000000000004,10.0,0.8140000000000001,10.0,2800.0,13000.0,13.475999999999999,21.6,1.8,25.0,10.696000000000002,2.45,0.04,50.0,0.168,1.3894,8.31,50.0,348.48,17.276,38.260000000000005,0.03,12/01/2016,P3
124.843,10.0,0.4600000000000001,10.0,7900.0,22000.0,13.475999999999999,20.0,1.6,25.0,14.522,2.49,0.04,50.0,0.198,0.008799999999999999,8.32,50.0,348.48,16.662799999999997,42.2,0.03,12/01/2016,P4
124.843,10.0,0.8,10.0,4900.0,7900.0,13.475999999999999,20.0,1.8,25.0,10.682,2.37,0.04,50.0,0.22400000000000003,0.40359999999999996,8.07,50.0,348.48,17.276,42.2,0.02,12/01/2016,P5
1381.6427682403435,15.413470297029702,0.848099173553719,38.231235294117646,103411.13056603774,193118.79889298894,20.676,152.32398533007333,39.34566204506066,29.965612111292966,6.097509727626459,16.809934490861618,2.5159049600000003,158.78509536082473,0.1832992700729927,6.147674603174605,8.001989881956156,78.52480693069307,217.1907132352941,224.88952222222224,20.851805555555558,1.7132623208556148,12/01/2016,P6
1.25,10.0,1.0,10.0,1100.0,11000.0,18.062,20.0,0.8,40.0,0.1,1.62,0.05,50.0,0.16,0.016,8.06,50.0,8.0,242.0,18.4,0.02,19/04/2016,P1
999.6,10.0,1.0,10.0,1300.0,2300.0,16.728,20.0,0.6,36.0,0.1,1.53,0.05,50.0,0.1,0.013,7.77,50.0,12.0,338.0,12.8,0.02,19/04/2016,P2
1.109,10.0,1.0,10.0,7000.0,11000.0,18.362000000000002,20.0,0.7,37.0,0.1,1.49,0.04,50.0,0.13,0.01,7.65,50.0,9.0,277.0,3.6,0.02,19/04/2016,P3
1.636,10.0,1.0,10.0,1300.0,4600.0,17.9,20.0,1.0,27.0,0.11,2.34,0.08,50.0,0.12,0.041,7.53,50.0,42.0,359.0,2.8,0.02,19/04/2016,P4
1.268,10.0,1.0,10.0,1300.0,4900.0,17.9,20.0,0.75,26.0,0.1,1.62,0.05,50.0,0.11,0.089,7.66,50.0,8.0,273.0,9.2,0.02,19/04/2016,P5
183.6,10.0,1.0,10.0,790.0,1100.0,13.475999999999999,20.0,1.58,25.0,0.1,0.21,0.01,50.0,0.13,0.008,7.5,50.0,6.0,550.0,9.2,0.04,19/04/2016,P6
182.499,10.0,0.44000000000000006,10.0,680.0,1700.0,20.401999999999997,20.0,0.0,31.0,3.3260000000000014,0.4,0.02,50.0,0.23820000000000002,0.5012,8.23,50.0,332.08000000000004,17.93,8.38,0.02,19/07/2016,P1
136.01899999999998,10.0,0.82,10.0,610.0,1200.0,13.475999999999999,20.0,0.0,25.0,0.08600000000000001,0.34,0.03,50.0,0.05,0.0028,8.28,50.0,338.48,16.662799999999997,9.6,0.03,19/07/2016,P2
105.4786,10.0,1.0,10.0,450.0,450.0,17.9,20.0,0.0,30.0,0.05800000000000001,0.32,0.02,50.0,0.096,0.0026000000000000003,8.45,50.0,348.48,17.98,25.04,0.03,19/07/2016,P3
268.619,10.0,1.0,10.0,680.0,930.0,13.475999999999999,20.0,0.0,25.0,0.1,0.41,0.03,50.0,0.072,0.0032,8.37,50.0,338.48,16.662799999999997,10.400000000000002,0.05,19/07/2016,P4
105.4786,10.0,1.0,10.0,450.0,450.0,17.9,20.0,0.0,27.0,0.05800000000000001,0.4,0.04,50.0,0.096,0.0026000000000000003,8.31,50.0,348.48,17.276,25.04,0.03,19/07/2016,P5
138.1552,10.0,1.0,10.0,330.0,330.0,13.475999999999999,20.0,0.0,25.0,0.072,0.08,0.03,50.0,0.10400000000000001,0.0032,7.57,50.0,268.68,95.754,21.2,0.02,19/07/2016,P6
1.634,10.0,1.0,12.3,1100.0,1700.0,17.772000000000002,20.0,1.1,53.0,0.1,1.59,0.05,50.0,1.09,0.006,8.39,50.0,6.0,393.0,3.2,0.02,11/10/2016,P1
1.217,10.0,1.0,10.1,2300.0,2300.0,17.715999999999998,20.0,1.35,45.0,0.1,1.28,0.09,50.0,0.07,0.006,8.3,50.0,6.0,381.0,11.9,0.02,11/10/2016,P2
1.195,10.0,1.0,10.0,400.0,2200.0,12.994,20.0,1.2,21.0,0.17,1.18,0.07,50.0,0.02,0.003,8.38,50.0,6.0,376.0,14.8,0.02,11/10/2016,P3
921.7,10.0,1.0,10.0,1300.0,1300.0,17.9,20.0,1.0,29.0,0.1,0.88,0.05,50.0,0.03,0.01,8.4,50.0,6.0,387.0,7.6,0.02,11/10/2016,P4
1.675,10.0,1.0,10.4,1700.0,7900.0,17.9,20.0,1.4,27.0,0.1,1.47,0.09,50.0,0.02,0.016,8.3,50.0,6.0,382.0,9.2,0.02,11/10/2016,P5
377.0,10.0,1.0,10.0,79.0,130.0,17.716,20.0,0.33,46.0,0.1,0.39,0.05,50.0,0.02,0.006,7.67,50.0,6.0,556.0,4.8,0.03,11/10/2016,P6
6.098,10.0,1.0,12.9,13000.0,33000.0,20.376,20.0,2.55,78.0,13.506,6.68,0.35,50.0,0.246,59.9862,7.75,50.0,473.2264,20.816399999999998,43.8,0.03,10/01/2017,P1
7.269,10.0,1.0,13.2,110000.0,110000.0,17.772,20.0,2.6,50.0,13.506,8.12,0.34,50.0,0.374,0.0004,7.71,50.0,372.48,18.509999999999998,43.8,0.03,10/01/2017,P2
9.938,10.0,1.0,15.3,70000.0,110000.0,17.354000000000003,20.0,2.6,55.0,13.506,10.81,0.35,50.0,0.35600000000000004,0.0008,7.73,50.0,372.48,18.509999999999998,43.8,0.04,10/01/2017,P3
9.901,10.0,1.0,17.2,33000.0,110000.0,17.942,20.0,2.8,59.0,13.506,11.31,0.44,50.0,0.522,10.0004,7.77,50.0,413.0,18.3812,43.8,0.06,10/01/2017,P4
7.866,10.0,0.6340000000000001,13.5,13000.0,13000.0,19.901999999999997,20.0,2.55,31.0,7.970000000000001,8.68,0.34,50.0,0.18,0.0038000000000000004,7.74,50.0,453.4,17.1792,33.260000000000005,0.03,10/01/2017,P5
322.6,10.0,1.0,10.0,330.0,330.0,13.475999999999999,20.0,0.4,25.0,0.072,0.4,0.01,50.0,0.05,0.003,8.03,50.0,348.48,16.662799999999997,21.759999999999998,0.02,10/01/2017,P6
1.394,10.0,1.0,10.0,790.0,3500.0,18.142000000000003,20.0,0.7,34.0,0.29,1.86,0.08,50.0,0.72,0.01,8.17,50.0,7.0,271.0,3.6,0.04,18/04/2017,P1
1.401,10.0,1.0,10.0,490.0,490.0,18.142000000000003,20.0,0.25,31.0,0.1,1.91,0.11,50.0,0.29,0.007,8.12,50.0,10.0,271.0,2.0,0.02,18/04/2017,P2
1.276,10.0,1.0,10.0,230.0,230.0,18.142000000000003,20.0,0.4,31.0,0.1,1.67,0.09,50.0,0.16,0.007,8.1,50.0,11.0,297.0,2.8,0.02,18/04/2017,P3
2.392,10.0,1.0,10.0,490.0,490.0,18.142000000000003,20.0,0.15,33.0,0.1,2.53,0.11,50.0,0.16,0.006,8.16,50.0,20.0,329.0,7.6,0.02,18/04/2017,P4
2.492,10.0,1.0,10.0,1300.0,2400.0,17.716,20.0,0.3,41.0,0.1,0.25,0.11,50.0,0.16,0.007,8.03,50.0,18.0,294.0,6.8,0.03,18/04/2017,P5
700.7,10.0,1.0,10.0,490.0,790.0,16.728,20.0,0.03,35.0,0.1,0.61,0.04,50.0,0.13,0.002,8.1,50.0,4.0,502.0,5.6,0.02,18/04/2017,P6
286.804,10.0,1.0,11.8,2180.0,16400.0,24.046,20.0,0.5,25.0,0.15399999999999997,0.35,0.03,50.0,0.072,4.651599999999999,7.69,50.0,2.4,330.8,16.08,0.03,18/07/2017,P1
286.80400000000003,10.0,1.0,10.0,1482.0,4202.0,24.046,20.0,0.55,25.0,0.098,0.33,0.05,50.0,0.052000000000000005,4.651599999999999,7.64,50.0,6.2,421.6,10.88,0.03,18/07/2017,P2
286.80400000000003,10.0,1.0,10.0,1482.0,4202.0,24.046,20.0,0.6,25.0,0.098,0.28,0.04,50.0,0.054000000000000006,4.651199999999999,7.78,50.0,5.0,421.6,11.04,0.04,18/07/2017,P3
286.804,10.0,1.0,10.0,1704.0,4424.0,24.046,20.0,0.5,25.0,0.098,0.19,0.05,50.0,0.054000000000000006,4.651199999999999,7.84,50.0,6.2,421.6,11.04,0.04,18/07/2017,P4
286.804,10.0,1.0,10.0,1464.0,4184.0,24.046,20.0,0.6,25.0,0.098,0.16,0.01,50.0,0.054000000000000006,4.6512,7.74,50.0,5.0,421.6,11.040000000000001,0.02,18/07/2017,P5
286.80400000000003,10.0,1.0,10.0,896.0,11336.0,24.046,20.0,0.7,25.0,0.082,0.33,0.05,50.0,0.048,4.651599999999999,7.87,50.0,3.8,404.4,11.84,0.03,18/07/2017,P6
294.8,10.0,1.0,10.0,450.0,1100.0,13.475999999999999,20.0,1.0,25.0,0.1,0.31,0.03,50.0,0.03,0.002,8.05,50.0,6.0,442.0,10.0,0.29,17/10/2017,P1
212.6,10.0,1.0,10.0,200.0,200.0,13.475999999999999,20.0,0.85,25.0,0.1,0.18,0.1,50.0,0.05,0.002,7.89,50.0,7.0,455.0,4.4,0.04,17/10/2017,P2
149.7,10.0,1.0,10.0,780.0,1100.0,17.9,20.0,0.38,27.0,0.1,0.18,0.04,50.0,0.04,0.002,8.03,50.0,6.0,459.0,10.4,0.08,17/10/2017,P3
260.2,10.0,1.0,10.0,1400.0,1400.0,13.475999999999999,20.0,0.4,25.0,0.1,0.31,0.02,50.0,0.05,0.002,8.08,50.0,6.0,482.0,12.0,0.07,17/10/2017,P4
304.0,10.0,1.0,10.0,780.0,780.0,13.475999999999999,20.0,0.6,25.0,0.1,0.27,0.09,50.0,0.03,0.002,7.82,50.0,6.0,445.0,16.8,0.02,17/10/2017,P5
202.4,10.0,1.0,10.0,490.0,5400.0,13.475999999999999,20.0,0.5,25.0,0.1,0.19,0.07,50.0,0.05,0.002,7.13,50.0,6.0,510.0,5.2,0.03,17/10/2017,P6
1.4,10.0,1.0,11.6,2200.0,4900.0,16.728,20.0,0.6,35.0,0.1,1.44,0.08,50.0,0.09,0.008,8.1,50.0,9.0,324.0,8.4,0.09,09/01/2018,P1
1.377,10.0,1.0,10.0,4900.0,7000.0,17.9,20.0,0.7,28.0,0.1,1.29,0.11,50.0,0.21,0.007,7.96,50.0,8.0,344.0,5.2,0.08,09/01/2018,P2
1.269,10.0,1.0,10.0,680.0,3300.0,13.475999999999999,20.0,0.5,25.0,0.1,1.44,0.15,50.0,0.1,0.006,8.08,50.0,11.0,383.0,6.8,0.04,09/01/2018,P3
1.361,10.0,1.0,14.4,3300.0,13000.0,13.475999999999999,20.0,0.6,25.0,0.1,1.56,0.08,50.0,0.15,0.012,8.14,50.0,22.0,411.0,3.2,0.08,09/01/2018,P4
1.397,10.0,1.0,10.0,790.0,3300.0,17.9,20.0,0.65,29.0,0.1,1.44,0.1,50.0,0.11,0.007,8.08,50.0,17.0,367.0,17.6,0.11,09/01/2018,P5
352.9,10.0,1.0,10.0,1300.0,1300.0,13.475999999999999,20.0,0.18,25.0,0.1,0.48,0.02,50.0,0.15,0.002,8.1,50.0,8.0,549.0,31.2,0.07,09/01/2018,P6
8.384,10.0,1.0,19.0,3300.0,3300.0,17.942,20.0,3.4,79.0,0.3,8.66,0.26,50.0,0.25,0.016,7.12,50.0,230.0,515.0,8.0,0.08,03/04/2018,P1
7.846,10.0,1.0,18.7,17000.0,17000.0,17.942,20.0,3.05,72.0,0.33,8.37,0.26,50.0,0.1,0.026,7.22,50.0,198.0,496.0,6.8,0.05,03/04/2018,P2
7.751,10.0,1.0,14.3,4900.0,4900.0,17.942,20.5,2.8,74.0,0.35,8.4,0.24,50.0,0.07,0.02,7.23,50.0,180.0,501.0,12.0,0.05,03/04/2018,P3
10.785,10.0,1.07,21.8,1300.0,1700.0,18.872000000000003,20.0,3.53,90.0,0.39,13.08,0.31,50.0,0.05,0.022,7.35,50.0,290.0,571.0,10.4,0.08,03/04/2018,P4
8.635,10.0,1.0,14.5,13000.0,13000.0,17.942,20.0,3.1,79.0,0.32,9.01,0.25,50.0,0.11,0.017,7.33,50.0,198.0,510.0,2.8,0.05,03/04/2018,P5
747.8,10.0,1.0,10.0,2200.0,2200.0,13.475999999999999,20.0,0.3,25.0,0.1,1.16,0.02,50.0,0.19,0.014,7.7,50.0,15.0,417.0,25.6,0.04,03/04/2018,P6
96.13860000000001,10.0,1.0,10.0,330.0,490.0,13.475999999999999,20.0,1.0,25.0,0.05800000000000001,0.34,0.04,50.0,0.096,0.0026000000000000003,8.34,50.0,268.68,97.15400000000001,25.04,0.02,17/07/2018,P1
108.019,10.0,0.64,10.0,220.0,490.0,13.475999999999999,20.0,1.0,25.0,0.044,0.3,0.04,50.0,0.052000000000000005,0.0014,8.4,50.0,348.48,16.662799999999997,21.2,0.02,17/07/2018,P2
105.4786,10.0,1.0,10.0,490.0,490.0,13.475999999999999,20.0,1.0,25.0,0.05800000000000001,0.07,0.02,50.0,0.096,0.0026000000000000003,8.47,50.0,147.07999999999998,130.57,25.04,0.02,17/07/2018,P3
380.4724,10.0,0.8140000000000001,10.0,2200.0,2200.0,13.475999999999999,20.0,1.0,25.0,3.3579999999999997,0.08,0.03,50.0,0.4176,0.0048000000000000004,8.49,50.0,270.48,96.95400000000001,16.759999999999998,0.02,17/07/2018,P4
395.21899999999994,10.0,1.0,10.0,1100.0,1100.0,13.475999999999999,20.0,1.0,25.0,0.08600000000000001,0.09,0.03,50.0,0.072,0.004399999999999999,8.39,50.0,348.48,16.662799999999997,14.24,0.02,17/07/2018,P5
171.89500000000004,10.0,0.834,10.0,330.0,1300.0,13.475999999999999,20.0,1.0,25.0,0.09,0.1,0.02,50.0,0.02,0.0016,8.1,50.0,268.68,97.954,7.5200000000000005,0.02,17/07/2018,P6
608.3,10.0,1.0,10.0,1700.0,1700.0,17.9,20.0,1.95,26.0,0.1,0.6,0.09,50.0,0.71,0.002,8.7,50.0,18.0,517.0,4.4,0.02,30/10/2018,P1
815.5,10.0,1.0,10.0,3500.0,3500.0,13.475999999999999,20.0,2.2,25.0,0.1,0.85,0.23,50.0,0.08,0.002,8.38,50.0,31.0,532.0,7.6,0.02,30/10/2018,P2
485.8,10.0,1.0,20.0,5400.0,5400.0,13.475999999999999,10.0,1.95,25.0,0.1,0.51,0.09,50.0,0.12,0.002,8.94,50.0,19.0,514.0,13.6,0.02,30/10/2018,P3
648.2,10.0,1.0,20.0,5400.0,9200.0,13.475999999999999,10.0,2.3,25.0,0.11,0.72,0.09,50.0,0.22,0.002,8.92,50.0,22.0,536.0,8.4,0.02,30/10/2018,P4
763.8,10.0,1.0,20.0,79.0,79.0,13.475999999999999,10.0,1.6,25.0,0.1,0.76,0.18,50.0,0.06,0.002,8.57,50.0,27.0,531.0,4.4,0.02,30/10/2018,P5
43.5,10.0,1.0,20.0,1700.0,3500.0,13.475999999999999,10.0,0.4,25.0,0.1,0.07,0.74,50.0,0.12,0.002,7.58,50.0,6.0,571.0,0.0,0.02,30/10/2018,P6
105.4786,10.0,1.0,10.0,450.0,450.0,13.475999999999999,20.0,1.35,25.0,0.05800000000000001,0.28,0.07,50.0,0.096,0.0026000000000000003,8.41,50.0,348.48,16.662799999999997,25.04,0.03,22/01/2019,P1
977.019,10.0,0.82,10.0,450.0,780.0,13.475999999999999,20.0,0.85,25.0,0.066,0.32,0.11,50.0,0.096,2.5018000000000002,8.22,50.0,348.48,16.662799999999997,15.84,0.06,22/01/2019,P2
316.0996,10.0,0.8140000000000001,38.65,2000.0,2000.0,13.475999999999999,21.91,1.03,25.0,3.3580000000000014,0.84,0.06,50.0,0.3416,0.0048000000000000004,8.45,50.0,305.48,16.492,15.260000000000002,0.04,22/01/2019,P3
124.843,10.0,1.0,10.0,3500.0,5400.0,13.475999999999999,20.0,1.1,25.0,14.522,0.2,0.06,50.0,0.28240000000000004,9.991600000000002,7.76,50.0,348.48,16.662799999999997,42.2,0.02,22/01/2019,P5
316.0996,10.0,0.8140000000000001,10.0,2000.0,2000.0,13.475999999999999,20.0,0.2,25.0,3.3580000000000014,0.12,0.02,50.0,0.3416,0.0048000000000000004,8.44,50.0,305.48,16.492,15.260000000000002,0.02,22/01/2019,P6
14.157,10.0,1.0,23.84,13000.0,22000.0,17.942,20.0,4.0,64.0,0.31,13.78,0.23,50.0,0.11,0.0,8.17,50.0,113.0,459.0,18.4,0.05,23/04/2019,P1
14.52,10.0,1.0,34.5,11000.0,11000.0,17.942,20.0,4.0,69.0,0.26,14.28,0.26,50.0,0.1,0.0,8.1,50.0,176.0,476.0,28.4,0.05,23/04/2019,P2
10.436,10.0,1.0,73.67,33000.0,33000.0,17.942,20.0,4.0,64.0,0.27,12.88,0.22,50.0,0.06,0.0,8.18,50.0,120.0,461.0,18.4,0.14,23/04/2019,P3
11.979,10.0,1.0,32.4,49000.0,49000.0,17.942,21.47,3.0,64.0,0.3,13.89,0.26,50.0,0.16,0.0,8.13,50.0,194.0,514.0,22.8,0.11,23/04/2019,P4
154.44,10.0,1.0,10.0,490.0,3500.0,13.475999999999999,20.0,0.2,25.0,0.1,0.2,0.21,50.0,0.06,0.0,8.09,50.0,6.0,549.0,6.0,0.04,23/04/2019,P5
13.772,10.0,1.0,28.78,7800.0,17000.0,17.942,20.0,4.0,69.0,0.27,14.47,0.26,50.0,0.1,0.0,8.09,50.0,177.0,472.0,12.4,0.08,23/04/2019,P6
247.19899999999998,10.0,0.82,14.34,700.0,1100.0,13.475999999999999,20.0,1.75,25.0,0.08600000000000001,0.23,0.02,50.0,0.054000000000000006,0.0028,8.33,50.0,348.48,16.662799999999997,11.36,0.03,27/08/2019,P1
108.019,10.0,0.64,14.25,230.0,490.0,13.475999999999999,20.0,2.25,25.0,0.044,0.24,0.03,50.0,0.052000000000000005,0.0014,8.27,50.0,348.48,17.4008,21.2,0.07,27/08/2019,P2
201.93900000000002,10.0,0.454,11.03,490.0,1700.0,17.669999999999998,20.0,2.0,25.0,3.3260000000000005,0.33,0.04,50.0,0.022200000000000004,0.5004,8.23,50.0,332.08000000000004,17.93,13.420000000000002,0.02,27/08/2019,P3
360.78000000000003,10.0,0.82,10.0,16000.0,16000.0,13.475999999999999,20.0,1.85,25.0,10.690000000000001,0.13,0.02,50.0,0.484,0.0086,8.37,50.0,348.48,17.276,38.0,0.02,27/08/2019,P4
124.843,10.0,1.0,10.0,3500.0,5400.0,13.475999999999999,20.0,1.95,25.0,14.522,0.18,0.02,50.0,0.28240000000000004,9.991600000000002,8.42,50.0,348.48,17.400799999999997,42.2,0.02,27/08/2019,P5
218.16000000000003,10.0,0.82,10.0,23.0,23.0,13.475999999999999,20.0,2.2,25.0,0.07200000000000002,1.62,0.05,50.0,0.018,0.0012000000000000001,7.41,50.0,55.08,282.2348,19.28,0.02,27/08/2019,P6
3.008,10.0,1.0,10.0,17000.0,27000.0,17.942,20.0,2.8,59.0,0.1,2.48,0.05,50.0,0.22,257.5,8.04,50.0,12.0,306.0,8.5,0.1,22/10/2019,P1
3.021,10.0,1.0,10.0,2000.0,9100.0,18.062,20.0,1.3,40.0,0.1,2.57,0.07,50.0,0.1,49.92,8.13,50.0,30.0,302.0,9.5,0.04,22/10/2019,P2
3.173,10.0,1.0,10.0,2000.0,4500.0,17.354000000000003,20.0,1.4,58.0,0.1,2.66,0.07,50.0,0.08,61.58,8.11,50.0,11.0,300.0,10.0,0.05,22/10/2019,P3
4.551,10.0,1.0,10.0,23000.0,33000.0,17.942,20.0,1.25,62.0,0.1,4.02,0.12,50.0,0.13,42.42,8.12,50.0,40.0,383.0,11.0,0.1,22/10/2019,P4
3.054,10.0,1.0,10.0,4900.0,4900.0,17.772,20.0,1.1,51.0,0.1,2.59,0.07,50.0,0.12,49.92,8.14,50.0,6.0,309.0,10.5,0.05,22/10/2019,P5
334.62,10.0,1.0,10.0,1100.0,2700.0,13.475999999999999,20.0,0.4,25.0,0.1,0.35,0.01,50.0,0.08,23.25,7.93,50.0,6.0,420.0,16.0,0.05,22/10/2019,P6
807.84,10.0,1.0,10.0,2700.0,4500.0,13.475999999999999,20.0,1.75,25.0,0.1,0.91465,0.050798,50.0,0.152,0.008,8.39,50.0,6.0,359.0,4.8,0.19525,09/07/2020,P1
930.05,10.0,1.07,10.0,2300.0,2300.0,13.475999999999999,20.0,1.9,25.0,0.1,1.012,0.075801,50.0,0.068,0.002,8.29,50.0,6.0,371.0,10.8,0.08514,09/07/2020,P2
719.62,10.0,1.07,10.0,11000.0,14000.0,17.9,20.0,1.9,28.0,0.1,0.85118,0.05995,50.0,0.01,0.002,8.47,50.0,7.0,384.0,0.0,0.064735,09/07/2020,P3
1325.5,10.0,1.07,10.0,2000.0,22000.0,13.475999999999999,20.0,1.7,23.0,0.1,1.4212,0.070543,50.0,0.01,0.002,8.44,50.0,12.0,408.0,6.8,0.046365,09/07/2020,P4
841.61,10.0,1.07,10.0,1700.0,13000.0,16.728,20.0,1.75,35.0,0.11,0.92257,0.071544,50.0,0.01,0.03,8.4,50.0,11.0,368.0,10.8,0.034958,09/07/2020,P5
138.38,10.0,1.07,10.0,330.0,1400.0,13.475999999999999,20.0,1.1,25.0,0.1,0.15411,0.01004,50.0,0.01,0.002,8.17,50.0,6.0,464.0,5.6,0.02,09/07/2020,P6
4.8355999999999995,35.9,0.8,59.36,11000000.0,11000000.0,17.04,1.274,1.275,47.678,15.0,165.22,52.96,2.628,1.1384,26.002000000000002,6.45,54.1,386.0,35.161,42.2,0.17765999999999998,24/09/2001,LN1
155.2932,8.2,0.64,129.03000000000003,887426.0,3253200.0,18.59,698.0,26.93,56.448,14.5,0.18,63.7,1.751,1.214,18.005,5.48,174.1,395.0,34.886,39.4,2.7800000000000002,22/10/2001,LN1
289.41760000000005,0.5,0.82,58.0,327800.4,1293360.0,23.84,542.7,27.125,57.851,8.8,0.29,84.6,1.332,0.7540000000000001,14.4036,6.03,28.57,1.265,34.08,22.8,0.64,11/03/2002,LN1
156.6474,12.402000000000001,0.8,166.80599999999998,170000.0,1300000.0,21.5,341.6,10.9,21.213,10.8,1.5,1.85,520.2,0.55,20.0,6.21,82.9,392.0,13.368,46.6,0.792,06/11/2002,LN1
315.4706,180.96,0.4600000000000001,94.44000000000001,2676.0,4280.0,53.1,745.7,13.1,25.763799999999996,10.4,1.9,46.112,1.793,0.8240000000000001,18.005,6.84,181.56900000000002,1.828,36.016,23.2,4.726000000000001,04/12/2002,LN1
6.547999999999999,10.0,1.0,10.36,17000.0,110000.0,19.47,1.02,43.774,25.4844,14.815999999999999,2.55,0.036,50.0,0.9,50.0,6.76,50.0,833.0,25.884,43.8,0.030000000000000006,31/03/2003,LN1
10.036599999999998,10.52,0.8,150.804,9000.0,2200000.0,17.76,639.0,22.25,41.819,15.0,2.0,36.4,786.8,1.7,90.0,6.86,80.622,816.0,21.864,46.6,1.6480000000000001,28/04/2003,LN1
301.1522,8.1,0.62,55.910000000000004,2.0,9000.0,24.4,402.4,29.75,34.1512,11.472,4.0,19.061999999999998,1.348,0.8,30.0,6.94,45.714,1.136,31.514,45.4,0.30998000000000003,23/07/2003,LN1
301.1522,0.5,1.0,163.07399999999998,2.0,90000.0,31.1,544.0,26.0,52.406,18.0,2.87,50.6,1.638,0.8,40.0,6.47,1.049,2.085,31.364,45.4,1.2799999999999998,24/09/2003,LN1
498.11319999999995,482.8,0.8,67.954,2400.0,8000.0,20.692,625.4,30.0,35.529,19.04,10.882000000000001,33.5,1.312,0.14400000000000002,10.389,6.882,501.4,1.2,26.024,24.44,1.256,08/12/2003,LN1
283.8622,382.4,0.6340000000000001,54.788,2.0,16000.0,19.252000000000002,510.0,31.75,54.727,26.18,8.02,38.3,1.729,0.49399999999999994,0.0098,6.68,1.026,2.857,32.856,24.04,1.262,08/12/2003,LN1
498.5126,3.3,1.0,59.36,2.0,50000.0,19.252,264.8,39.0,54.388,17.0,39.449,45.9,1.319,0.16999999999999998,0.005599999999999999,6.68,312.8,2.345,32.644,45.4,0.17766,16/02/2004,LN1
4.26,58.8,0.8,77.4,1600000.0,1600000.0,18.872000000000003,183.9,23.25,53.519,13.95,54.0,2.92,438.2,0.5844,22.002,7.84,1.54,756.0,19.272,49.3,7.54,11/10/2004,LN1
6.1036,14.4,1.0,164.69,50000.0,170000.0,15.334000000000003,128.3,6.15,9.807,11.95,49.62800000000001,4.66,384.0,0.276,4.7204,7.287999999999999,240.0,672.0,10.308,43.8,2.426,02/05/2005,LN1
149.18580000000003,0.5,0.8,47.66,500000.0,900000.0,14.404,83.2,231.55499999999998,2.549,9.43,35.3038,0.2,106.1,0.29200000000000004,8.720400000000001,8.14,109.1,64.0,8.194,42.2,0.14314000000000002,12/10/2005,LN1
